"marque";"modele";"energ";"hybride";"puissance_administrative";"puissance_maximale";"typ_boite_nb_rapp";"conso_urb_93";"conso_exurb";"conso_mixte";"co2_mixte";"co_typ_1";"hc";"nox";"hcnox";"ptcl";"masse_ordma_min";"masse_ordma_max"
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.3";"7.3";192;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.6";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6";"7";184;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.2";"7.1";187;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.2";"7.1";187;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.3";"7.2";189;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.4";"7.2";187;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.4";"7.2";187;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.5";"6.1";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.5";"6.1";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.5";"7.6";200;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.5";"7.6";200;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";9;"95";"M 6 ";"9.5";"6.8";"7.8";205;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";9;"95";"M 6 ";"9.5";"6.8";"7.8";205;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.3";"7.3";192;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.3";"7.3";192;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.5";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.5";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.7";"6.6";"7";184;"0.217";"";"0.203";"0.233";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.9";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.4";"6.3";"6.7";176;"0.217";"";"0.203";"0.233";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";181;"0.217";"";"0.203";"0.233";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";181;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.7";"6.6";"7";184;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.3";"6.2";"6.6";173;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.3";"6.2";"6.6";173;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.8";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.8";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.4";"7.1";"7.6";200;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.4";"7.1";"7.6";200;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.8";"6.5";"7";184;"0.217";"";"0.203";"0.233";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.8";"6.5";"7";184;"0.217";"";"0.203";"0.233";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.8";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.8";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.4";"7.2";189;"0.277";"";"0.205";"0.242";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.4";"7.2";189;"0.277";"";"0.205";"0.242";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.5";"7.3";192;"0.277";"";"0.205";"0.242";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.3";"6.1";"6.9";181;"0.277";"";"0.205";"0.242";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.3";"6.1";"6.9";181;"0.277";"";"0.205";"0.242";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.4";"6.2";"7";185;"0.277";"";"0.205";"0.242";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.7";"5.8";"6.5";171;"0.277";"";"0.205";"0.242";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.7";"6";"6.6";174;"0.277";"";"0.205";"0.242";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.8";"6";"6.7";176;"0.277";"";"0.205";"0.242";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.2";"6.2";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.2";"6.2";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.9";"5.9";"6.6";171;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.9";"5.9";"6.6";171;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.4";"5.7";"6.3";165;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.4";"5.7";"6.3";165;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.6";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.2";"7.1";187;"0.296";"";"0.2";"0.245";"0";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.2";"7.1";187;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.3";"7.2";189;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.4";"7.2";187;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.4";"7.2";187;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.5";"6.1";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.5";"6.1";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.4";"6.7";"7.7";202;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";9;"95";"M 6 ";"9.5";"6.8";"7.8";205;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";9;"95";"M 6 ";"9.5";"6.8";"7.8";205;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.5";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.5";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.2";"6.5";"7.5";194;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.9";"6.2";"7.2";186;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.9";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";181;"0.217";"";"0.203";"0.233";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";181;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.7";"6.6";"7";184;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.3";"6.2";"6.6";173;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.3";"6.2";"6.6";173;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.3";"7";"7.5";197;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.4";"7.1";"7.6";200;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.4";"7.1";"7.6";200;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2210;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8";"6.7";"7.2";189;"0.217";"";"0.203";"0.233";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.8";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"8.1";"6.8";"7.3";192;"0.217";"";"0.203";"0.233";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.9";"6.8";"7.2";188;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"A 7 ";"7.6";"6.5";"6.9";180;"0.261";"0.053";"0.317";"";"0.004";2586;2859
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.1";"7";184;"0.277";"";"0.205";"0.242";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.4";"7.2";189;"0.277";"";"0.205";"0.242";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.4";"7.2";189;"0.277";"";"0.205";"0.242";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.5";"7.3";192;"0.277";"";"0.205";"0.242";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.2";"5.8";"6.7";176;"0.277";"";"0.205";"0.242";"0.001";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.3";"6.1";"6.9";181;"0.277";"";"0.205";"0.242";"0.001";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.3";"6.1";"6.9";181;"0.277";"";"0.205";"0.242";"0.001";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.4";"6.2";"7";185;"0.277";"";"0.205";"0.242";"0.001";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.2";"6.2";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.2";"6.2";"6.9";179;"0.261";"0.053";"0.317";"";"0.004";2586;2857
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.9";"5.9";"6.6";171;"0.261";"0.053";"0.317";"";"0.004";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"7.9";"5.9";"6.6";171;"0.261";"0.053";"0.317";"";"0.004";2586;2857
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.3";"7.3";192;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9";"6.5";"7.4";195;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"9.1";"6.6";"7.5";197;"0.296";"";"0.2";"0.245";"0";2586;2815
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6";"7";184;"0.296";"";"0.2";"0.245";"0";2120;2185
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.2";"7.1";187;"0.296";"";"0.2";"0.245";"0";2186;2355
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.6";"6.2";"7.1";187;"0.296";"";"0.2";"0.245";"0";2356;2585
"MERCEDES ";"SPRINTER ";"GO ";"non ";8;"95";"M 6 ";"8.7";"6.3";"7.2";189;"0.296";"";"0.2";"0.245";"0";2586;2815
